concept_id,current_plane_id,current_module_id,current_kind,decision,proposed_kind,primary_parent_relation_id,additional_parent_relation_ids,target_plane_id,target_module_id,target_concept_id,convert_to_field_id,convert_to_allowed_value_of,merge_into_id,replaced_by_id,definition_action,example_action,source_action,required_new_relation_ids,rationale,reviewer,review_status
CommitApproval,safety-plane,safety-commit-redaction,policy_type,keep_reparent,information,CommitApproval-is_a-AllowDecision,,safety-plane,safety-commit-redaction,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""CommitApproval-is_a-AllowDecision""]",副作用提交批准是限定副作用范围的 AllowDecision；跨模块引用避免复制 PolicyDecision。 / CommitApproval is an AllowDecision scoped to a side-effect commitment; the cross-module parent avoids duplicating PolicyDecision.,codex-safety-adapter-ontology-reviewer,accepted
CommitDenial,safety-plane,safety-commit-redaction,policy_type,keep_reparent,information,CommitDenial-is_a-DenyDecision,,safety-plane,safety-commit-redaction,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""CommitDenial-is_a-DenyDecision""]",副作用提交拒绝是阻止指定副作用的 DenyDecision。 / CommitDenial is a DenyDecision distinguished by blocking a specified side effect.,codex-safety-adapter-ontology-reviewer,accepted
CommitGate,safety-plane,safety-commit-redaction,policy_type,keep_reparent,capability,CommitGate-is_a-Gate,,safety-plane,safety-commit-redaction,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""CommitGate-is_a-Gate""]",CommitGate 是专门控制持久或外部副作用的 Gate；展示标签改为 Side-effect commit gate，避免误解为 Git commit。 / CommitGate is a Gate specialized for persistent or externally visible side effects; its display label is changed to side-effect commit gate to avoid a Git-only reading.,codex-safety-adapter-ontology-reviewer,accepted
CommitRequest,safety-plane,safety-commit-redaction,resource_type,keep_root,information,,,safety-plane,safety-commit-redaction,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"提交请求描述拟执行的副作用、主体、资源和回滚条件；它由 Gate 评估而不是 Gate 子类。 / CommitRequest describes a proposed side effect, actor, resource, and rollback conditions; it is evaluated by a Gate rather than subclassing it.",codex-safety-adapter-ontology-reviewer,accepted
ComputerTool,tool-plane,tool-registry-definition,object_type,keep_reparent,entity,ComputerTool-is_a-Tool,,tool-plane,tool-registry-definition,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ComputerTool-is_a-Tool""]",计算机工具增加交互环境控制特征后仍完整满足 Tool 定义。 / A computer tool adds interactive-environment control characteristics while fully satisfying Tool.,codex-tool-feedback-ontology-reviewer,accepted
ConditionalToolEnabled,tool-plane,tool-invocation-execution,policy_type,retype,specification,,,tool-plane,tool-invocation-execution,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"它是规定工具在何种上下文可用的条件规范，不是 Tool、Call 或 Attempt 的子类。 / It is a condition specification governing when a tool is available, not a subtype of Tool, Call, or Attempt.",codex-tool-feedback-ontology-reviewer,accepted
ConfidenceSignal,feedback-plane,feedback-warning-error,resource_type,keep_reparent,information,ConfidenceSignal-is_a-DiagnosticSignal,,feedback-plane,feedback-warning-error,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ConfidenceSignal-is_a-DiagnosticSignal""]",置信信号是携带置信度或不确定性证据的一种 DiagnosticSignal。 / A confidence signal is a DiagnosticSignal carrying confidence or uncertainty evidence.,codex-tool-feedback-ontology-reviewer,accepted
Container,runtime-plane,runtime-system,object_type,keep_reparent,entity,Container-is_a-RuntimeEnvironment,,runtime-plane,runtime-system,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""Container-is_a-RuntimeEnvironment""]","容器是一种具有进程隔离、文件系统和网络配置的具体运行环境，满足“运行环境＋容器化隔离”的严格定义。 / A container is a concrete runtime environment distinguished by process isolation, filesystem, and network configuration.",codex-runtime-orchestration-ontology-reviewer,accepted
ContentBlock,info-plane,info-content-block-modality,resource_type,keep_root,information,,,info-plane,info-content-block-modality,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"内容块是具有边界、载荷、来源与可见性信息的最一般内容单位，可被消息、上下文包和输出引用。 / ContentBlock is the most general bounded content unit with payload, source, and visibility information, reusable by messages, context packages, and outputs.",codex-info-ontology-reviewer,accepted
ContentDigest,info-plane,info-storage-sources,resource_type,keep_reparent,information,ContentDigest-is_a-SourceIdentity,,info-plane,info-storage-sources,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ContentDigest-is_a-SourceIdentity""]","任一内容摘要都是从来源内容计算并用于判同、缓存或完整性检查的 SourceIdentity。 / Every ContentDigest is a SourceIdentity computed from source content for equivalence, caching, or integrity checks.",codex-info-ontology-reviewer,accepted
ContextAssembly,memory-plane,memory-context,event_type,retype,activity,,,memory-plane,memory-context,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"上下文组装是选择、排序、预算和排除信息的可观测活动，通过关系产生窗口与 ContextPackage。 / ContextAssembly is an observable activity selecting, ordering, budgeting, and excluding information and producing a window and ContextPackage by relation.",codex-memory-ontology-reviewer,accepted
ContextBudget,memory-plane,memory-context,resource_type,keep_reparent,specification,ContextBudget-is_a-ContextRule,,memory-plane,memory-context,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ContextBudget-is_a-ContextRule""]","上下文预算是一种 ContextRule，以 token、窗口、成本、新鲜度和优先级限制组装。 / A ContextBudget is a ContextRule constraining assembly by tokens, window, cost, freshness, and priority.",codex-memory-ontology-reviewer,accepted
ContextExclusion,memory-plane,memory-context,resource_type,retype,information,,,memory-plane,memory-context,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"它记录一次材料因隐私、信任、相关性、安全或预算被排除的决定，不是可复用规则的子类。 / It records one decision to omit material for privacy, trust, relevance, safety, or budget and is not a subtype of a reusable rule.",codex-memory-ontology-reviewer,accepted
ContextIngressEvent,info-plane,info-container-command,event_type,keep_root,event,,,info-plane,info-container-command,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],这是具有时间和可观察结果的事件，使信息对模型调用或 Agent 步骤可用；它不是观测记录或内容块的子类。 / This is a time-bearing event that makes information available to a model call or agent step; it is not a subtype of an observation record or content block.,codex-info-ontology-reviewer,accepted
ContextIsolation,orchestration-plane,orchestration-actors-delegation,policy_type,keep_root,specification,,,orchestration-plane,orchestration-actors-delegation,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"上下文隔离规定委派方可见与不可见的消息、记忆、工具和来源，是边界规约而非上下文实体。 / ContextIsolation specifies visible and excluded messages, memory, tools, and sources for a delegate; it is a boundary specification rather than a context entity.",codex-runtime-orchestration-ontology-reviewer,accepted
ContextOrderingRule,memory-plane,memory-context,policy_type,keep_reparent,specification,ContextOrderingRule-is_a-ContextRule,,memory-plane,memory-context,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ContextOrderingRule-is_a-ContextRule""]","排序规则是以权威、相关性、新鲜度或角色决定次序的 ContextRule。 / A ContextOrderingRule is a ContextRule determining order from authority, relevance, freshness, or role.",codex-memory-ontology-reviewer,accepted
ContextPackage,info-plane,info-messages-instructions,resource_type,keep_root,information,,,info-plane,info-messages-instructions,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],ContextPackage 是一次模型调用实际可见信息的有版本快照，唯一 canonical 定义保留在 Info；Memory 仅通过 produces/refreshes 引用它。 / ContextPackage is a versioned snapshot of information actually visible to one model call. Its sole canonical definition remains in Info; Memory only references it through produces or refreshes.,codex-info-ontology-reviewer,accepted
ContextRefreshEvent,memory-plane,memory-context,event_type,keep_root,event,,,memory-plane,memory-context,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"刷新是新证据、陈旧或状态变化触发的有时间事件，触发重新组装而非成为 ContextArtifact。 / Refresh is a timed event caused by new evidence, staleness, or state change and triggers reassembly rather than being a ContextArtifact.",codex-memory-ontology-reviewer,accepted
